,turnover,satisfaction,evaluation,projectCount,averageMonthlyHours,yearsAtCompany,workAccident,promotion,department,salary
13377,0.0,0.48,0.77,6,274.0,6,0,0,product_mng,medium
13378,0.0,0.55,0.96,3,194.0,3,0,0,product_mng,medium
13379,0.0,0.17,0.36,6,191.0,2,0,0,product_mng,medium
13380,0.0,0.77,0.83,5,216.0,4,0,0,IT,medium
13381,0.0,0.93,0.98,3,241.0,3,0,0,IT,medium
13382,0.0,0.65,0.91,4,243.0,5,1,0,IT,medium
13383,0.0,0.67,0.52,4,207.0,3,0,0,IT,medium
13384,0.0,0.95,0.88,3,199.0,3,0,0,IT,medium
13385,0.0,0.61,0.97,6,286.0,4,0,0,product_mng,medium
13386,0.0,0.57,0.39,4,132.0,3,0,0,product_mng,high
13387,0.0,0.65,1.0,4,229.0,4,0,0,product_mng,low
13388,0.0,0.85,0.81,4,260.0,3,0,0,product_mng,medium
13389,0.0,0.61,0.96,3,214.0,2,0,0,IT,medium
13390,0.0,0.65,0.9,6,217.0,4,1,1,RandD,medium
13391,0.0,0.92,0.93,4,225.0,2,0,1,RandD,medium
13392,0.0,0.37,0.41,2,113.0,3,0,1,RandD,medium
13393,0.0,0.48,0.77,5,250.0,2,0,1,RandD,medium
13394,0.0,0.82,0.91,5,271.0,2,0,1,RandD,medium
13395,0.0,0.84,0.75,4,135.0,3,0,1,RandD,medium
13396,0.0,0.57,0.46,2,100.0,6,1,1,marketing,medium
13397,0.0,0.8,0.75,4,224.0,3,0,1,sales,medium
13398,0.0,0.49,0.91,4,134.0,4,0,0,accounting,low
13399,0.0,0.79,0.82,5,158.0,2,0,0,support,low
13400,0.0,0.48,0.67,3,183.0,2,0,0,technical,low
13401,0.0,0.28,0.89,4,97.0,6,0,0,management,low
13402,0.0,0.47,0.56,4,226.0,3,0,0,marketing,low
13403,0.0,0.91,0.6,4,235.0,4,1,0,marketing,low
13404,0.0,0.75,0.6,4,186.0,10,1,0,marketing,low
13405,0.0,0.61,0.89,3,242.0,10,0,0,sales,high
13406,0.0,0.47,0.79,3,284.0,10,0,0,sales,low
13407,0.0,0.22,0.7,2,274.0,10,0,0,sales,high
13408,0.0,0.5,0.48,4,130.0,10,0,0,sales,high
13409,0.0,0.56,0.87,3,146.0,10,0,0,sales,low
13410,0.0,0.84,0.85,4,207.0,10,0,0,sales,low
13411,0.0,0.69,0.72,4,210.0,2,1,0,sales,high
13412,0.0,0.53,0.64,3,143.0,2,0,0,sales,low
13413,0.0,0.17,0.57,4,116.0,3,0,0,sales,medium
13414,0.0,0.48,0.71,2,162.0,3,1,0,sales,high
13415,0.0,0.94,0.51,3,242.0,3,0,0,sales,medium
13416,0.0,0.77,0.89,4,153.0,7,0,0,sales,medium
13417,0.0,1.0,0.72,5,194.0,7,1,0,sales,medium
13418,0.0,0.49,0.65,4,233.0,7,0,0,sales,medium
13419,0.0,0.93,0.73,4,283.0,7,0,0,sales,high
13420,0.0,0.38,0.43,3,188.0,7,0,0,sales,medium
13421,0.0,0.6,0.54,4,182.0,6,0,0,sales,medium
13422,0.0,0.5,0.82,2,286.0,6,0,0,sales,medium
13423,0.0,0.97,0.55,5,212.0,6,0,0,sales,high
13424,0.0,0.93,0.95,5,176.0,6,0,1,accounting,medium
13425,0.0,0.5,1.0,5,264.0,8,0,1,accounting,high
13426,0.0,0.52,0.84,3,261.0,8,0,1,accounting,low
13427,0.0,0.5,0.71,4,163.0,8,0,1,hr,medium
13428,0.0,0.55,0.4,3,139.0,8,0,1,hr,medium
13429,0.0,0.95,0.84,3,261.0,8,1,1,hr,medium
13430,0.0,0.48,0.42,2,275.0,6,1,1,hr,medium
13431,0.0,0.51,0.39,5,132.0,6,1,1,technical,low
13432,0.0,0.96,0.48,3,202.0,6,0,0,technical,low
13433,0.0,0.97,0.84,4,177.0,6,0,0,technical,low
13434,0.0,0.97,0.66,5,234.0,6,0,0,technical,low
13435,0.0,0.71,0.54,4,188.0,6,0,0,technical,low
13436,0.0,0.82,0.49,5,203.0,6,0,0,technical,low
13437,0.0,0.57,1.0,4,227.0,10,0,0,technical,low
13438,0.0,0.48,0.93,3,150.0,10,0,0,technical,low
13439,0.0,0.71,0.64,3,267.0,3,0,0,technical,low
13440,0.0,0.63,0.61,5,186.0,10,0,0,technical,low
13441,0.0,0.99,0.84,4,142.0,10,0,0,technical,high
13442,0.0,0.79,0.83,3,126.0,10,1,0,support,low
13443,0.0,0.65,0.85,4,201.0,10,0,0,support,low
13444,0.0,0.7,0.85,4,142.0,2,0,0,support,low
13445,0.0,0.99,0.94,4,167.0,4,0,0,support,low
13446,0.0,0.65,0.62,4,258.0,2,0,0,support,high
13447,0.0,0.92,0.85,3,207.0,2,0,0,support,low
13448,0.0,0.24,0.5,4,282.0,4,1,0,support,low
13449,0.0,0.39,0.89,3,188.0,5,0,0,support,low
13450,0.0,0.82,0.85,3,214.0,2,0,0,support,high
13451,0.0,0.78,0.89,4,272.0,2,0,0,support,low
13452,0.0,0.62,0.79,3,259.0,3,0,0,support,medium
13453,0.0,0.6,0.61,5,191.0,2,1,0,technical,high
13454,0.0,0.49,0.57,3,192.0,3,0,0,technical,medium
13455,0.0,0.82,0.82,3,164.0,3,0,0,technical,high
13456,0.0,0.48,0.81,4,149.0,2,0,0,management,medium
13457,0.0,0.69,0.56,4,149.0,3,0,0,IT,medium
13458,0.0,0.4,0.89,2,165.0,3,0,0,IT,medium
13459,0.0,0.72,0.8,3,222.0,3,0,0,IT,medium
13460,0.0,0.75,0.84,5,222.0,3,1,0,IT,medium
13461,0.0,0.5,0.77,3,265.0,3,0,0,IT,medium
13462,0.0,0.78,0.5,5,247.0,4,0,0,product_mng,medium
13463,0.0,0.76,0.45,4,147.0,2,0,0,product_mng,medium
13464,0.0,0.94,0.52,3,273.0,3,0,0,product_mng,high
13465,0.0,0.24,0.94,6,144.0,4,0,0,product_mng,low
13466,0.0,0.99,0.66,3,181.0,2,0,0,IT,medium
13467,0.0,0.67,0.64,3,198.0,2,1,0,management,medium
13468,0.0,0.76,0.57,5,255.0,4,0,0,management,medium
13469,0.0,0.76,0.77,4,169.0,10,0,0,management,medium
13470,0.0,0.55,0.64,4,201.0,10,1,0,management,medium
13471,0.0,0.74,0.6,4,274.0,10,1,0,management,medium
13472,0.0,0.81,0.85,4,134.0,10,1,0,management,medium
13473,0.0,0.98,0.67,3,190.0,10,0,0,IT,medium
13474,0.0,0.98,0.98,4,170.0,10,0,0,IT,medium
13475,0.0,0.58,0.91,3,154.0,10,0,0,product_mng,high
13476,0.0,0.18,0.75,3,142.0,2,0,0,product_mng,low
13477,0.0,0.57,0.67,5,235.0,2,0,0,product_mng,low
13478,0.0,0.7,0.62,3,110.0,3,0,0,product_mng,low
13479,0.0,0.49,0.77,3,211.0,3,0,0,IT,high
13480,0.0,0.7,0.56,4,214.0,3,0,1,management,medium
13481,0.0,0.16,0.93,5,210.0,7,0,1,management,medium
13482,0.0,0.58,0.59,3,207.0,7,0,1,management,medium
13483,0.0,0.66,0.57,4,161.0,7,0,1,management,medium
13484,0.0,0.51,0.55,2,102.0,7,0,1,management,medium
13485,0.0,0.48,0.84,4,186.0,7,0,1,management,medium
13486,0.0,0.56,0.71,3,211.0,6,0,1,marketing,low
13487,0.0,0.81,0.62,3,240.0,6,0,1,sales,low
13488,0.0,0.57,0.7,4,237.0,6,0,0,accounting,low
13489,0.0,0.66,0.53,3,164.0,6,0,0,support,low
13490,0.0,0.22,0.91,6,222.0,8,0,0,technical,low
13491,0.0,0.96,0.71,3,205.0,8,1,0,management,medium
13492,0.0,0.87,0.88,4,140.0,8,0,0,marketing,medium
13493,0.0,0.61,0.42,2,103.0,8,0,0,marketing,medium
13494,0.0,0.66,0.85,3,178.0,8,1,0,marketing,medium
13495,0.0,0.9,0.51,4,137.0,6,0,0,sales,medium
13496,0.0,0.64,0.67,3,143.0,6,0,0,sales,medium
13497,0.0,0.76,0.82,4,170.0,6,0,0,sales,medium
13498,0.0,0.97,0.41,5,135.0,6,0,0,sales,medium
13499,0.0,0.69,0.76,3,174.0,6,0,0,sales,medium
13500,0.0,0.98,0.55,3,166.0,6,1,0,sales,medium
13501,0.0,0.18,0.61,5,174.0,6,0,0,sales,medium
13502,0.0,0.62,0.91,3,251.0,10,0,0,sales,medium
13503,0.0,0.29,0.37,6,187.0,10,1,0,sales,high
13504,0.0,0.87,0.48,5,170.0,3,0,0,sales,low
13505,0.0,0.91,0.64,3,241.0,10,0,0,sales,medium
13506,0.0,0.53,0.79,3,221.0,10,1,0,sales,medium
13507,0.0,0.69,0.73,4,257.0,10,1,0,sales,medium
13508,0.0,0.14,0.58,4,275.0,10,0,0,sales,medium
13509,0.0,0.7,0.77,4,245.0,2,0,0,sales,low
13510,0.0,0.77,0.75,6,246.0,6,0,0,sales,low
13511,0.0,0.77,0.76,6,263.0,6,0,0,sales,low
13512,0.0,0.76,0.99,3,133.0,4,0,0,sales,low
13513,0.0,0.66,0.49,4,157.0,3,0,0,sales,low
13514,0.0,0.5,0.95,3,198.0,4,0,0,accounting,low
13515,0.0,0.57,0.9,5,145.0,3,0,0,accounting,low
13516,0.0,0.97,0.62,6,118.0,2,0,0,accounting,low
13517,0.0,0.26,0.99,5,184.0,5,0,0,hr,low
13518,0.0,0.72,0.62,3,243.0,2,1,0,hr,low
13519,0.0,0.83,0.93,3,247.0,2,0,0,hr,low
13520,0.0,0.55,0.4,3,158.0,3,0,0,hr,low
13521,0.0,0.77,0.74,5,243.0,2,0,0,technical,low
13522,0.0,0.24,0.63,4,203.0,5,0,0,technical,low
13523,0.0,0.8,0.96,3,161.0,3,0,0,technical,low
13524,0.0,0.5,0.59,4,214.0,3,1,0,technical,low
13525,0.0,0.66,0.59,4,179.0,3,0,0,technical,low
13526,0.0,0.66,0.77,4,188.0,2,0,0,technical,low
13527,0.0,0.66,0.81,3,174.0,3,0,0,technical,low
13528,0.0,0.96,0.83,3,177.0,4,0,0,technical,low
13529,0.0,0.75,0.94,5,194.0,4,0,0,technical,low
13530,0.0,0.78,0.77,3,244.0,2,0,0,technical,medium
13531,0.0,0.57,0.82,4,269.0,2,0,0,technical,medium
13532,0.0,0.78,0.68,2,159.0,3,1,0,support,medium
13533,0.0,0.57,0.88,4,140.0,2,0,0,support,medium
13534,0.0,0.84,0.56,5,224.0,2,0,0,support,medium
13535,0.0,0.23,0.94,5,242.0,4,0,0,support,medium
13536,0.0,0.53,0.37,3,180.0,3,0,0,support,medium
13537,0.0,0.82,0.71,3,150.0,3,0,0,support,medium
13538,0.0,0.59,0.64,5,269.0,3,0,0,support,medium
13539,0.0,0.5,0.52,2,178.0,2,0,0,support,medium
13540,0.0,1.0,0.74,2,187.0,3,0,0,support,medium
13541,0.0,0.94,0.61,3,140.0,2,0,0,support,medium
13542,0.0,0.86,0.61,4,193.0,2,0,0,support,high
13543,0.0,0.73,0.49,4,243.0,2,0,0,technical,low
13544,0.0,0.49,0.94,3,144.0,3,1,0,technical,medium
13545,0.0,0.79,0.73,2,147.0,2,0,0,technical,medium
13546,0.0,0.83,0.5,6,165.0,3,0,0,management,medium
13547,0.0,0.85,0.67,3,176.0,2,0,0,IT,medium
13548,0.0,0.65,0.37,3,170.0,6,0,0,IT,low
13549,0.0,0.94,0.65,4,213.0,2,1,0,IT,low
13550,0.0,0.76,0.81,4,242.0,2,0,0,IT,low
13551,0.0,0.77,0.54,4,139.0,3,1,0,IT,low
13552,0.0,0.77,0.91,4,239.0,3,1,0,product_mng,low
13553,0.0,0.59,0.64,5,123.0,2,0,0,product_mng,low
13554,0.0,0.69,0.9,3,185.0,4,0,0,product_mng,low
13555,0.0,0.51,0.85,4,186.0,2,0,0,product_mng,low
13556,0.0,0.8,0.67,3,178.0,3,0,0,IT,low
13557,0.0,0.98,0.7,3,153.0,10,0,0,management,high
13558,0.0,0.69,0.72,4,185.0,10,1,0,management,high
13559,0.0,0.14,0.76,4,142.0,10,0,0,management,high
13560,0.0,0.95,0.9,4,221.0,10,1,0,management,high
13561,0.0,0.53,0.61,3,148.0,10,0,0,management,high
13562,0.0,0.64,0.52,5,258.0,10,1,0,management,high
13563,0.0,0.51,0.73,4,229.0,3,0,0,sales,low
13564,0.0,0.36,0.73,2,111.0,2,0,0,sales,low
13565,0.0,0.62,0.97,2,271.0,3,0,0,sales,low
13566,0.0,0.98,0.58,4,133.0,3,0,0,sales,low
13567,0.0,0.53,0.7,4,223.0,3,0,0,sales,low
13568,0.0,0.8,0.95,4,272.0,2,0,0,sales,low
13569,0.0,0.73,0.77,3,233.0,3,0,0,sales,medium
13570,0.0,0.82,0.8,3,162.0,3,0,0,sales,medium
13571,0.0,0.62,0.75,5,165.0,4,0,0,sales,medium
13572,0.0,0.87,0.48,5,242.0,3,0,0,sales,medium
13573,0.0,0.43,0.65,4,124.0,2,0,0,sales,medium
13574,0.0,0.57,0.6,2,163.0,3,0,0,sales,medium
13575,0.0,0.91,0.77,3,144.0,3,0,0,sales,medium
13576,0.0,0.75,0.59,5,149.0,4,0,0,sales,medium
13577,0.0,0.76,0.8,5,217.0,2,0,0,sales,medium
13578,0.0,0.85,0.49,4,139.0,2,0,0,sales,medium
13579,0.0,0.56,0.67,3,270.0,2,0,0,sales,medium
13580,0.0,0.86,0.84,3,177.0,3,0,0,sales,medium
13581,0.0,0.21,0.43,5,175.0,2,1,0,sales,high
13582,0.0,0.94,0.59,3,151.0,2,0,0,sales,low
13583,0.0,0.98,0.74,3,185.0,3,0,0,sales,medium
13584,0.0,0.42,0.45,3,227.0,3,0,0,sales,medium
13585,0.0,0.98,0.89,4,218.0,2,0,0,sales,medium
13586,0.0,1.0,0.93,5,167.0,3,0,0,sales,medium
13587,0.0,0.95,0.52,3,183.0,2,1,0,sales,low
13588,0.0,0.95,0.5,4,259.0,3,0,0,sales,low
13589,0.0,0.68,0.53,3,138.0,2,1,0,sales,low
13590,0.0,0.64,0.38,5,122.0,4,0,0,sales,low
13591,0.0,0.24,0.62,6,225.0,6,0,0,sales,low
13592,0.0,0.37,0.72,3,121.0,2,0,0,sales,low
13593,0.0,0.67,0.4,4,274.0,3,0,0,sales,low
13594,0.0,0.86,0.89,4,153.0,4,0,0,sales,low
13595,0.0,0.43,0.38,3,119.0,2,0,0,sales,low
13596,0.0,0.67,0.67,4,141.0,2,1,0,sales,low
13597,0.0,0.92,0.6,4,161.0,3,0,0,IT,low
13598,0.0,0.43,0.46,2,186.0,2,0,0,product_mng,low
13599,0.0,0.52,0.8,3,252.0,4,0,0,product_mng,low
13600,0.0,0.16,0.42,3,182.0,3,1,0,product_mng,low
13601,0.0,0.49,0.6,4,264.0,2,1,0,product_mng,low
13602,0.0,0.37,0.63,4,167.0,3,0,0,IT,low
13603,0.0,0.98,0.68,5,171.0,3,0,0,management,high
13604,0.0,0.33,0.97,5,130.0,4,0,0,management,high
13605,0.0,0.14,0.79,5,271.0,4,0,0,management,high
13606,0.0,0.54,0.79,5,249.0,3,1,0,management,high
13607,0.0,0.63,0.48,4,180.0,4,0,0,management,high
13608,0.0,0.55,0.69,4,220.0,3,1,0,management,high
13609,0.0,0.84,0.53,3,210.0,4,1,0,marketing,medium
13610,0.0,0.51,0.97,4,258.0,2,0,0,sales,medium
13611,0.0,0.15,0.75,3,150.0,4,0,1,accounting,medium
13612,0.0,0.97,0.79,5,259.0,3,0,1,support,medium
13613,0.0,0.67,0.69,3,231.0,3,0,1,technical,medium
13614,0.0,0.48,0.67,4,220.0,3,0,1,management,medium
13615,0.0,0.69,0.58,4,149.0,3,0,1,marketing,medium
13616,0.0,0.6,0.62,3,238.0,4,0,1,marketing,medium
13617,0.0,0.82,0.71,2,209.0,5,0,1,marketing,medium
13618,0.0,0.86,0.95,4,149.0,3,0,1,sales,medium
13619,0.0,0.69,0.59,4,264.0,3,0,0,sales,medium
13620,0.0,0.87,0.87,5,207.0,2,0,0,sales,high
13621,0.0,0.17,0.78,3,239.0,6,0,0,sales,low
13622,0.0,0.94,0.51,6,239.0,5,0,0,sales,medium
13623,0.0,0.5,1.0,4,258.0,3,0,0,sales,medium
13624,0.0,0.16,0.72,3,203.0,3,0,0,sales,medium
13625,0.0,0.89,0.99,2,258.0,3,0,0,sales,medium
13626,0.0,0.69,0.51,3,257.0,3,1,0,IT,low
13627,0.0,0.5,0.51,5,134.0,3,0,0,product_mng,low
13628,0.0,0.16,0.46,6,240.0,2,0,0,product_mng,low
13629,0.0,0.75,0.99,2,237.0,5,1,0,product_mng,low
13630,0.0,0.64,0.66,5,157.0,2,0,0,product_mng,low
13631,0.0,0.78,0.43,4,275.0,3,0,0,IT,low
13632,0.0,0.81,0.74,2,228.0,3,0,0,management,high
13633,0.0,0.55,0.58,3,254.0,2,0,0,management,high
13634,0.0,0.53,0.53,4,257.0,2,0,0,management,high
13635,0.0,0.69,0.73,3,231.0,2,1,0,management,high
13636,0.0,0.8,0.53,3,217.0,3,0,0,management,high
13637,0.0,0.77,0.98,3,286.0,6,0,0,management,high
13638,0.0,0.84,0.8,4,236.0,3,0,0,marketing,low
13639,0.0,0.64,0.55,4,215.0,2,0,0,sales,low
13640,0.0,0.78,0.57,4,157.0,3,0,0,accounting,low
13641,0.0,0.67,0.7,3,149.0,3,0,0,support,low
13642,0.0,0.81,0.77,3,221.0,2,0,0,technical,low
13643,0.0,0.91,0.82,4,238.0,2,0,0,management,low
13644,0.0,0.75,0.89,6,250.0,2,0,0,marketing,medium
13645,0.0,0.78,0.96,3,202.0,4,1,0,marketing,medium
13646,0.0,0.54,0.52,4,173.0,2,0,0,marketing,medium
13647,0.0,0.77,0.71,5,250.0,3,1,0,sales,medium
13648,0.0,0.89,0.63,4,270.0,3,1,0,sales,medium
13649,0.0,0.16,0.98,3,232.0,5,0,0,sales,medium
13650,0.0,0.77,0.99,4,260.0,3,0,0,sales,medium
13651,0.0,0.69,0.48,5,232.0,4,0,0,sales,medium
13652,0.0,0.61,0.81,4,134.0,3,0,0,sales,medium
13653,0.0,0.59,0.81,4,189.0,3,0,0,sales,medium
13654,0.0,0.58,0.8,4,113.0,3,0,0,IT,medium
13655,0.0,0.88,0.67,5,264.0,3,0,0,product_mng,medium
13656,0.0,0.51,0.63,5,260.0,2,0,0,product_mng,high
13657,0.0,0.31,0.7,3,132.0,3,0,0,product_mng,low
13658,0.0,0.52,0.52,4,168.0,3,0,0,product_mng,medium
13659,0.0,0.57,0.46,3,186.0,3,1,0,IT,medium
13660,0.0,0.5,0.77,3,267.0,2,0,0,management,high
13661,0.0,0.74,0.63,3,180.0,3,0,0,management,high
13662,0.0,0.74,0.77,3,211.0,3,0,0,management,high
13663,0.0,0.82,0.51,2,268.0,2,0,0,management,high
13664,0.0,0.74,0.71,3,206.0,3,0,0,management,high
13665,0.0,0.2,0.59,6,113.0,3,0,0,management,high
13666,0.0,0.63,0.48,4,179.0,3,0,0,marketing,low
13667,0.0,0.19,0.8,6,157.0,6,1,0,sales,low
13668,0.0,0.4,0.62,4,127.0,5,0,0,accounting,low
13669,0.0,0.71,0.37,2,179.0,5,0,1,support,low
13670,0.0,0.84,0.73,4,197.0,3,0,1,technical,low
13671,0.0,0.59,0.84,4,251.0,4,1,1,management,low
13672,0.0,0.57,0.85,4,250.0,3,1,1,marketing,low
13673,0.0,0.81,0.61,2,176.0,5,0,1,marketing,low
13674,0.0,0.8,0.7,4,246.0,3,0,1,marketing,low
13675,0.0,0.49,0.66,3,155.0,3,0,1,sales,low
13676,0.0,0.55,0.64,3,178.0,2,0,1,sales,low
13677,0.0,0.68,0.4,3,213.0,5,1,1,sales,low
13678,0.0,0.55,0.67,3,150.0,2,0,1,sales,low
13679,0.0,0.59,0.62,3,166.0,2,0,0,sales,low
13680,0.0,0.91,0.8,5,169.0,4,0,0,sales,low
13681,0.0,0.48,0.9,4,208.0,3,0,0,sales,low
13682,0.0,0.84,0.66,3,209.0,2,0,0,sales,low
13683,0.0,0.73,0.54,4,167.0,3,0,0,IT,medium
13684,0.0,0.28,0.59,6,281.0,3,0,0,product_mng,medium
13685,0.0,0.77,0.65,3,156.0,4,0,0,product_mng,medium
13686,0.0,0.67,0.65,3,265.0,3,0,0,product_mng,medium
13687,0.0,0.5,0.53,3,142.0,3,1,0,product_mng,medium
13688,0.0,0.32,0.47,3,143.0,4,0,0,IT,medium
13689,0.0,0.57,0.78,3,134.0,3,0,0,RandD,medium
13690,0.0,0.51,0.8,5,268.0,3,0,0,RandD,medium
13691,0.0,0.61,0.6,3,255.0,2,0,0,RandD,medium
13692,0.0,0.83,0.73,4,157.0,2,0,0,RandD,medium
13693,0.0,0.87,0.97,5,151.0,3,0,0,RandD,medium
13694,0.0,0.7,0.63,3,157.0,2,0,0,RandD,medium
13695,0.0,0.78,0.65,3,139.0,3,0,0,marketing,high
13696,0.0,0.71,0.53,4,196.0,2,1,0,sales,low
13697,0.0,0.68,0.99,3,159.0,2,0,0,accounting,medium
13698,0.0,0.75,0.53,4,224.0,4,1,0,support,medium
13699,0.0,0.7,0.53,3,215.0,7,1,0,technical,medium
13700,0.0,0.59,0.94,5,157.0,7,1,0,management,medium
13701,0.0,0.64,0.87,4,157.0,7,0,0,marketing,low
13702,0.0,0.61,0.88,5,146.0,7,1,0,marketing,low
13703,0.0,0.77,0.49,2,286.0,7,0,0,marketing,low
13704,0.0,0.51,0.64,3,203.0,3,0,0,sales,low
13705,0.0,0.49,0.49,3,168.0,7,0,0,sales,low
13706,0.0,0.77,0.75,3,170.0,7,0,0,sales,low
13707,0.0,0.31,0.86,3,266.0,7,0,0,sales,low
13708,0.0,0.54,0.76,3,183.0,3,0,0,sales,low
13709,0.0,0.56,0.66,4,264.0,3,0,0,sales,low
13710,0.0,0.65,0.77,4,205.0,3,0,0,sales,low
13711,0.0,0.49,0.36,2,192.0,3,0,0,sales,low
13712,0.0,0.82,0.79,3,176.0,3,0,0,technical,low
13713,0.0,0.6,0.52,3,183.0,2,0,0,support,low
13714,0.0,0.64,0.63,3,156.0,6,1,0,support,low
13715,0.0,0.7,0.68,3,150.0,3,0,0,support,low
13716,0.0,0.65,0.89,4,204.0,8,1,0,support,low
13717,0.0,0.69,0.78,5,131.0,8,0,0,support,low
13718,0.0,0.93,0.74,5,248.0,8,1,0,support,low
13719,0.0,0.55,0.52,4,168.0,8,0,0,support,low
13720,0.0,0.75,0.87,4,146.0,8,1,0,support,low
13721,0.0,0.47,0.43,4,246.0,3,0,0,support,low
13722,0.0,0.72,0.88,5,216.0,10,1,0,support,medium
13723,0.0,0.59,0.92,3,203.0,10,0,0,support,medium
13724,0.0,0.98,0.49,3,199.0,10,0,0,technical,medium
13725,0.0,0.39,0.52,2,102.0,8,0,0,technical,medium
13726,0.0,0.93,0.87,4,139.0,8,0,0,technical,medium
13727,0.0,0.71,0.97,5,208.0,8,1,0,management,medium
13728,0.0,0.49,0.54,4,215.0,4,0,0,IT,medium
13729,0.0,0.63,0.93,4,233.0,3,0,0,IT,medium
13730,0.0,0.45,0.64,3,169.0,10,0,0,IT,medium
13731,0.0,0.77,0.64,3,190.0,10,1,0,IT,medium
13732,0.0,0.77,0.63,4,236.0,7,0,0,IT,medium
13733,0.0,0.5,0.92,4,266.0,7,0,0,product_mng,medium
13734,0.0,0.45,0.42,4,156.0,7,0,0,product_mng,high
13735,0.0,0.81,0.47,4,153.0,7,0,0,product_mng,low
13736,0.0,0.83,0.67,3,175.0,3,0,0,product_mng,medium
13737,0.0,0.47,0.76,6,174.0,10,0,0,IT,medium
13738,0.0,0.25,0.89,4,154.0,10,0,0,management,high
13739,0.0,0.89,0.55,5,251.0,10,0,0,management,high
13740,0.0,0.97,0.57,3,164.0,10,0,0,management,high
13741,0.0,0.6,0.65,2,225.0,10,0,0,management,high
13742,0.0,0.67,0.72,2,134.0,10,0,0,management,high
13743,0.0,0.89,0.77,3,144.0,3,0,0,management,high
13744,0.0,0.6,0.91,5,211.0,3,0,0,sales,low
13745,0.0,0.64,0.79,4,139.0,3,0,0,sales,low
13746,0.0,0.57,0.66,3,268.0,3,0,0,sales,low
13747,0.0,0.56,0.98,5,171.0,3,1,0,sales,low
13748,0.0,0.6,0.9,4,260.0,2,0,0,sales,medium
13749,0.0,0.17,0.66,6,224.0,3,0,0,sales,medium
13750,0.0,0.74,0.49,4,233.0,3,0,0,sales,medium
13751,0.0,0.44,0.41,3,125.0,7,0,0,sales,medium
13752,0.0,0.51,0.89,4,233.0,7,0,0,sales,medium
13753,0.0,0.86,0.57,3,162.0,7,0,0,sales,medium
13754,0.0,0.96,0.48,4,198.0,7,0,0,sales,medium
13755,0.0,0.87,0.82,4,198.0,7,0,0,sales,medium
13756,0.0,0.58,0.79,3,243.0,3,1,0,sales,medium
13757,0.0,0.24,0.56,4,281.0,7,0,0,sales,medium
13758,0.0,0.42,0.8,4,259.0,7,1,0,sales,medium
13759,0.0,0.65,0.94,4,184.0,7,0,0,sales,medium
13760,0.0,0.73,0.92,6,189.0,3,1,0,sales,medium
13761,0.0,0.63,0.6,4,258.0,3,0,0,sales,medium
13762,0.0,0.95,0.48,4,225.0,3,0,0,sales,medium
13763,0.0,0.52,0.83,5,145.0,3,0,0,sales,medium
13764,0.0,0.96,0.55,3,164.0,3,0,0,sales,medium
13765,0.0,0.66,0.51,4,254.0,2,0,0,sales,medium
13766,0.0,0.98,0.44,4,154.0,6,1,0,sales,medium
13767,0.0,0.56,0.79,5,248.0,3,0,0,sales,medium
13768,0.0,0.97,0.54,3,154.0,8,1,0,sales,medium
13769,0.0,0.72,0.92,3,242.0,8,0,0,sales,medium
13770,0.0,0.74,0.78,4,194.0,8,0,0,sales,medium
13771,0.0,0.2,0.6,5,261.0,8,0,0,sales,medium
13772,0.0,0.73,0.56,3,245.0,8,0,0,sales,medium
13773,0.0,0.76,0.79,3,247.0,3,0,0,sales,low
13774,0.0,0.65,0.54,4,147.0,10,0,0,sales,low
13775,0.0,0.66,0.5,3,139.0,10,1,0,sales,low
13776,0.0,0.96,0.97,6,137.0,10,0,0,sales,low
13777,0.0,0.57,0.55,4,177.0,8,0,0,sales,low
13778,0.0,0.61,0.82,4,184.0,8,0,0,IT,low
13779,0.0,0.57,0.69,3,212.0,8,0,0,product_mng,low
13780,0.0,0.59,0.47,3,159.0,4,0,0,product_mng,low
13781,0.0,0.92,0.68,4,178.0,3,0,0,product_mng,low
13782,0.0,0.79,0.56,3,149.0,10,0,0,product_mng,low
13783,0.0,0.95,0.66,4,223.0,10,0,0,IT,low
13784,0.0,0.24,0.81,6,263.0,7,0,0,management,high
13785,0.0,0.49,0.52,4,161.0,7,0,0,management,high
13786,0.0,0.49,0.68,3,192.0,7,0,0,management,high
13787,0.0,0.97,0.51,5,215.0,7,0,0,management,high
13788,0.0,0.55,0.78,4,261.0,3,0,0,management,high
13789,0.0,0.76,0.56,5,222.0,10,0,0,management,high
13790,0.0,0.53,0.99,3,223.0,10,0,0,marketing,low
13791,0.0,0.51,0.86,3,182.0,10,0,0,sales,low
13792,0.0,0.57,0.93,2,204.0,10,0,0,accounting,low
13793,0.0,0.58,0.91,3,195.0,10,0,0,support,low
13794,0.0,0.6,0.98,4,146.0,10,0,0,technical,low
13795,0.0,0.65,0.74,4,233.0,4,1,0,management,low
13796,0.0,0.91,0.75,2,147.0,3,0,0,marketing,low
13797,0.0,0.65,0.55,3,156.0,5,0,0,marketing,low
13798,0.0,0.18,0.49,3,240.0,2,1,0,marketing,low
13799,0.0,0.66,0.9,4,177.0,7,0,0,sales,low
13800,0.0,0.78,0.8,3,135.0,7,0,0,sales,medium
13801,0.0,0.82,0.65,5,178.0,7,1,0,sales,medium
13802,0.0,0.54,0.64,3,190.0,7,0,0,sales,medium
13803,0.0,0.95,0.84,3,240.0,7,0,0,sales,medium
13804,0.0,0.65,0.85,4,172.0,3,0,0,sales,medium
